feedback_id,transcript,LLM_SUM_EMPOWER,LLM_SUM_EXPLICIT,LLM_SUM_EMPATHY,LLM_SUM_ALL
77,[Redacted],0.6444444444444445,0.4571428571428571,0.5,0.5333333333333333
78,[Redacted],0.3333333333333333,0.3714285714285714,0.4333333333333333,0.3583333333333333
79,[Redacted],0.4444444444444444,0.4285714285714285,0.4666666666666667,0.4333333333333333
80,[Redacted],0.2666666666666666,0.3428571428571428,0.2666666666666666,0.2833333333333333
81,[Redacted],0.3333333333333333,0.4571428571428571,0.2666666666666666,0.35
82,[Redacted],0.7555555555555555,0.5714285714285714,0.7333333333333333,0.6833333333333333
83,[Redacted],0.3333333333333333,0.3428571428571428,0.2666666666666666,0.3
84,[Redacted],0.3111111111111111,0.2857142857142857,0.3,0.2916666666666667
85,[Redacted],0.4888888888888889,0.4285714285714285,0.3666666666666666,0.4166666666666667
86,[Redacted],0.5111111111111111,0.7428571428571429,0.5666666666666667,0.5833333333333334
87,[Redacted],0.3555555555555555,0.3142857142857143,0.5,0.375
88,[Redacted],0.3111111111111111,0.2571428571428571,0.4666666666666667,0.3333333333333333
89,[Redacted],0.3333333333333333,0.4,0.4333333333333333,0.375
90,[Redacted],0.5777777777777777,0.4571428571428571,0.5333333333333333,0.5166666666666667
91,[Redacted],0.5333333333333333,0.5142857142857142,0.4666666666666667,0.5
92,[Redacted],0.3555555555555555,0.4571428571428571,0.4333333333333333,0.4
93,[Redacted],0.5111111111111111,0.5714285714285714,0.6333333333333333,0.5583333333333333
94,[Redacted],0.3333333333333333,0.4,0.3,0.3333333333333333
95,[Redacted],0.4222222222222222,0.4,0.5333333333333333,0.4333333333333333
96,[Redacted],0.5111111111111111,0.5428571428571428,0.6666666666666666,0.5583333333333333
97,[Redacted],0.4666666666666667,0.6285714285714286,0.6333333333333333,0.5666666666666667
98,[Redacted],0.3111111111111111,0.4285714285714285,0.4333333333333333,0.375
99,[Redacted],0.4222222222222222,0.4285714285714285,0.5666666666666667,0.4583333333333333
100,[Redacted],0.4444444444444444,0.4285714285714285,0.4666666666666667,0.4416666666666666
101,[Redacted],0.4888888888888889,0.4571428571428571,0.7,0.5416666666666666
102,[Redacted],0.6222222222222222,0.4571428571428571,0.6666666666666666,0.575
103,[Redacted],0.4222222222222222,0.4285714285714285,0.6,0.4666666666666667
104,[Redacted],0.4444444444444444,0.4571428571428571,0.5666666666666667,0.475
105,[Redacted],0.2222222222222222,0.4,0.5,0.35
106,[Redacted],0.6666666666666666,0.4571428571428571,0.8,0.6333333333333333
107,[Redacted],0.5555555555555556,0.5428571428571428,0.6,0.5666666666666667
108,[Redacted],0.3777777777777777,0.3142857142857143,0.4333333333333333,0.3666666666666666
109,[Redacted],0.4,0.4285714285714285,0.2666666666666666,0.3666666666666666
110,[Redacted],0.4888888888888889,0.4285714285714285,0.4666666666666667,0.4583333333333333
111,[Redacted],0.5111111111111111,0.4285714285714285,0.4666666666666667,0.4666666666666667
112,[Redacted],0.3777777777777777,0.5714285714285714,0.6,0.4916666666666666
113,[Redacted],0.3333333333333333,0.4571428571428571,0.5333333333333333,0.425
114,[Redacted],0.3555555555555555,0.3428571428571428,0.2333333333333333,0.3083333333333333
115,[Redacted],0.4666666666666667,0.4,0.5,0.45
116,[Redacted],0.3333333333333333,0.3714285714285714,0.5666666666666667,0.4
117,[Redacted],0.4444444444444444,0.6,0.4666666666666667,0.4833333333333333
118,[Redacted],0.4444444444444444,0.3142857142857143,0.4333333333333333,0.4
119,[Redacted],0.5111111111111111,0.3428571428571428,0.6666666666666666,0.5083333333333333
120,[Redacted],0.2222222222222222,0.4571428571428571,0.5666666666666667,0.3833333333333333
121,[Redacted],0.2444444444444444,0.4,0.2333333333333333,0.2833333333333333
122,[Redacted],0.5111111111111111,0.4,0.5333333333333333,0.475
123,[Redacted],0.3777777777777777,0.4285714285714285,0.2666666666666666,0.35
124,[Redacted],0.6,0.5428571428571428,0.6666666666666666,0.6
125,[Redacted],0.4222222222222222,0.4285714285714285,0.4,0.4083333333333333
126,[Redacted],0.3555555555555555,0.3714285714285714,0.3,0.3333333333333333
127,[Redacted],0.4444444444444444,0.4,0.3333333333333333,0.3916666666666666
128,[Redacted],0.5333333333333333,0.4571428571428571,0.6666666666666666,0.55
129,[Redacted],0.2222222222222222,0.2,0.1666666666666666,0.1916666666666666
130,[Redacted],0.4888888888888889,0.4857142857142857,0.5,0.4833333333333333
131,[Redacted],0.2,0.3714285714285714,0.2333333333333333,0.2583333333333333
132,[Redacted],0.2888888888888888,0.4,0.4666666666666667,0.3666666666666666
133,[Redacted],0.6222222222222222,0.4857142857142857,0.6333333333333333,0.5833333333333334
134,[Redacted],0.4222222222222222,0.4285714285714285,0.4333333333333333,0.4166666666666667
135,[Redacted],0.2888888888888888,0.2857142857142857,0.2333333333333333,0.2666666666666666
136,[Redacted],0.3777777777777777,0.4571428571428571,0.5,0.4333333333333333
137,[Redacted],0.3777777777777777,0.5142857142857142,0.5,0.45
138,[Redacted],0.4222222222222222,0.4285714285714285,0.6333333333333333,0.475
139,[Redacted],0.3111111111111111,0.4,0.3,0.325
140,[Redacted],0.3777777777777777,0.4857142857142857,0.5333333333333333,0.4416666666666666
141,[Redacted],0.3555555555555555,0.4,0.1666666666666666,0.3083333333333333
142,[Redacted],0.3111111111111111,0.3714285714285714,0.1666666666666666,0.275
143,[Redacted],0.3555555555555555,0.3142857142857143,0.3,0.3166666666666666
144,[Redacted],0.3777777777777777,0.3428571428571428,0.5666666666666667,0.4166666666666667
145,[Redacted],0.5333333333333333,0.3714285714285714,0.6333333333333333,0.5166666666666667
146,[Redacted],0.2222222222222222,0.3714285714285714,0.2666666666666666,0.275
147,[Redacted],0.2,0.3714285714285714,0.1666666666666666,0.2333333333333333
148,[Redacted],0.3333333333333333,0.4,0.1666666666666666,0.2916666666666667
149,[Redacted],0.3111111111111111,0.2857142857142857,0.3333333333333333,0.2916666666666667
150,[Redacted],0.2888888888888888,0.4285714285714285,0.1666666666666666,0.2833333333333333
151,[Redacted],0.3555555555555555,0.3428571428571428,0.1666666666666666,0.2916666666666667
152,[Redacted],0.3111111111111111,0.4,0.4333333333333333,0.3666666666666666
153,[Redacted],0.3777777777777777,0.4285714285714285,0.5333333333333333,0.4333333333333333
154,[Redacted],0.3777777777777777,0.4571428571428571,0.2333333333333333,0.3583333333333333
155,[Redacted],0.4222222222222222,0.5142857142857142,0.5333333333333333,0.475
156,[Redacted],0.3555555555555555,0.3142857142857143,0.4666666666666667,0.3666666666666666
157,[Redacted],0.4,0.5142857142857142,0.1666666666666666,0.3583333333333333
158,[Redacted],0.2666666666666666,0.4,0.2333333333333333,0.2916666666666667
159,[Redacted],0.3333333333333333,0.3142857142857143,0.3333333333333333,0.325
160,[Redacted],0.4888888888888889,0.4,0.2333333333333333,0.375
161,[Redacted],0.2444444444444444,0.4857142857142857,0.3,0.325
162,[Redacted],0.4222222222222222,0.5142857142857142,0.2333333333333333,0.3916666666666666
163,[Redacted],0.4,0.5714285714285714,0.5,0.475
164,[Redacted],0.6,0.4571428571428571,0.6333333333333333,0.5583333333333333
165,[Redacted],0.4,0.4571428571428571,0.5666666666666667,0.4583333333333333
166,[Redacted],0.3777777777777777,0.4571428571428571,0.6333333333333333,0.475
167,[Redacted],0.6444444444444445,0.6285714285714286,0.6666666666666666,0.65
168,[Redacted],0.4888888888888889,0.5428571428571428,0.6333333333333333,0.55
169,[Redacted],0.5333333333333333,0.3714285714285714,0.7666666666666667,0.5583333333333333
170,[Redacted],0.3777777777777777,0.4571428571428571,0.2333333333333333,0.3583333333333333
171,[Redacted],0.4888888888888889,0.4,0.5333333333333333,0.4666666666666667
172,[Redacted],0.3111111111111111,0.4857142857142857,0.2333333333333333,0.3333333333333333
173,[Redacted],0.4888888888888889,0.4285714285714285,0.6333333333333333,0.5166666666666667
174,[Redacted],0.4888888888888889,0.3714285714285714,0.6333333333333333,0.4916666666666666
175,[Redacted],0.4222222222222222,0.4571428571428571,0.4,0.425
176,[Redacted],0.3777777777777777,0.5142857142857142,0.2333333333333333,0.3666666666666666
177,[Redacted],0.3555555555555555,0.4857142857142857,0.4,0.4
178,[Redacted],0.2888888888888888,0.4571428571428571,0.1666666666666666,0.3
179,[Redacted],0.4888888888888889,0.4857142857142857,0.7,0.5416666666666666
180,[Redacted],0.2444444444444444,0.4571428571428571,0.4333333333333333,0.3583333333333333
181,[Redacted],0.4222222222222222,0.4571428571428571,0.4666666666666667,0.4333333333333333
182,[Redacted],0.4,0.5142857142857142,0.4333333333333333,0.4416666666666666
183,[Redacted],0.5555555555555556,0.4571428571428571,0.5333333333333333,0.5166666666666667
184,[Redacted],0.1777777777777777,0.1714285714285714,0.1666666666666666,0.1666666666666666
185,[Redacted],0.4222222222222222,0.5428571428571428,0.3666666666666666,0.45
186,[Redacted],0.3333333333333333,0.4285714285714285,0.3,0.35
187,[Redacted],0.4888888888888889,0.4571428571428571,0.2333333333333333,0.4083333333333333
188,[Redacted],0.3111111111111111,0.3714285714285714,0.2333333333333333,0.3083333333333333
189,[Redacted],0.2,0.3714285714285714,0.1666666666666666,0.2333333333333333
190,[Redacted],0.4,0.4857142857142857,0.2333333333333333,0.3833333333333333
191,[Redacted],0.4666666666666667,0.4857142857142857,0.6666666666666666,0.5333333333333333
192,[Redacted],0.3111111111111111,0.4571428571428571,0.3666666666666666,0.3666666666666666
193,[Redacted],0.2444444444444444,0.3714285714285714,0.3,0.2916666666666667
194,[Redacted],0.6222222222222222,0.4285714285714285,0.6666666666666666,0.575
195,[Redacted],0.3333333333333333,0.4,0.4,0.3666666666666666
196,[Redacted],0.6,0.4857142857142857,0.5333333333333333,0.5333333333333333
197,[Redacted],0.3555555555555555,0.4857142857142857,0.2666666666666666,0.3666666666666666
198,[Redacted],0.3555555555555555,0.4571428571428571,0.2333333333333333,0.3416666666666667
199,[Redacted],0.4444444444444444,0.4,0.1666666666666666,0.35
200,[Redacted],0.3111111111111111,0.6571428571428571,0.5,0.4666666666666667
201,[Redacted],0.5111111111111111,0.4285714285714285,0.4666666666666667,0.4666666666666667
202,[Redacted],0.4222222222222222,0.5428571428571428,0.4,0.4583333333333333
203,[Redacted],0.4222222222222222,0.4571428571428571,0.6,0.475
204,[Redacted],0.4666666666666667,0.4857142857142857,0.2333333333333333,0.4
205,[Redacted],0.6222222222222222,0.4571428571428571,0.3666666666666666,0.4916666666666666
206,[Redacted],0.2444444444444444,0.4285714285714285,0.1666666666666666,0.275
207,[Redacted],0.3333333333333333,0.4285714285714285,0.3,0.3583333333333333
208,[Redacted],0.6444444444444445,0.5142857142857142,0.8,0.65
209,[Redacted],0.3555555555555555,0.4285714285714285,0.3666666666666666,0.375
210,[Redacted],0.1777777777777777,0.2857142857142857,0.1666666666666666,0.2
211,[Redacted],0.3333333333333333,0.3714285714285714,0.5,0.3833333333333333
212,[Redacted],0.3111111111111111,0.4571428571428571,0.4666666666666667,0.3916666666666666
213,[Redacted],0.3333333333333333,0.4,0.1666666666666666,0.3
214,[Redacted],0.4888888888888889,0.4285714285714285,0.4,0.45
215,[Redacted],0.2,0.3142857142857143,0.3333333333333333,0.2666666666666666
216,[Redacted],0.2666666666666666,0.3714285714285714,0.4,0.325
217,[Redacted],0.2888888888888888,0.3142857142857143,0.1666666666666666,0.25
218,[Redacted],0.2444444444444444,0.4,0.3333333333333333,0.3083333333333333
