filename,participant,control/sophie,pre/post,word_count,content,LLM_SUM_EMPOWER,LLM_SUM_EXPLICIT,LLM_SUM_EMPATHY,LLM_SUM_ALL
p58_pre_w_speaker.txt,p58,control,pre,484.0,[Redacted],0.2666666666666666,0.3714285714285714,0.3,0.3
p6_post_w_speaker.txt,p6,control,post,1272.0,[Redacted],0.3777777777777777,0.6857142857142857,0.5333333333333333,0.5083333333333333
p6_pre_w_speaker.txt,p6,control,pre,1322.0,[Redacted],0.5777777777777777,0.5142857142857142,0.6333333333333333,0.5583333333333333
p61_pre_w_speaker.txt,p61,control,pre,1238.0,[Redacted],0.4444444444444444,0.6285714285714286,0.5333333333333333,0.5166666666666667
p62_post_w_speaker.txt,p62,control,post,978.0,[Redacted],0.5777777777777777,0.6,0.6,0.5833333333333334
p64_post_w_speaker.txt,p64,control,post,839.0,[Redacted],0.4222222222222222,0.6285714285714286,0.6666666666666666,0.55
p64_pre_w_speaker.txt,p64,control,pre,1114.0,[Redacted],0.4222222222222222,0.6857142857142857,0.6333333333333333,0.55
p8_post_w_speaker.txt,p8,control,post,1075.0,[Redacted],0.5333333333333333,0.4285714285714285,0.5333333333333333,0.4916666666666666
p8_pre_w_speaker.txt,p8,control,pre,1127.0,[Redacted],0.2888888888888888,0.3428571428571428,0.4333333333333333,0.3333333333333333
p1_pre_w_speaker.txt,p1,sophie,pre,1201.0,[Redacted],0.3555555555555555,0.4857142857142857,0.6,0.4583333333333333
p10_post_w_speaker.txt,p10,sophie,post,1350.0,[Redacted],0.3555555555555555,0.5428571428571428,0.5666666666666667,0.4583333333333333
p17_pre_w_speaker.txt,p17,sophie,pre,976.0,[Redacted],0.3333333333333333,0.6,0.5,0.4416666666666666
p2_post_w_speaker.txt,p2,sophie,post,1263.0,[Redacted],0.4222222222222222,0.6,0.6,0.5166666666666667
p20_post_w_speaker.txt,p20,sophie,post,1340.0,[Redacted],0.2666666666666666,0.7428571428571429,0.7333333333333333,0.5333333333333333
p20_pre_w_speaker.txt,p20,sophie,pre,1002.0,[Redacted],0.3333333333333333,0.6,0.6666666666666666,0.5
p21_post_w_speaker.txt,p21,sophie,post,1325.0,[Redacted],0.6,0.6285714285714286,0.6333333333333333,0.6083333333333333
p22_post_w_speaker.txt,p22,sophie,post,427.0,[Redacted],0.5111111111111111,0.3428571428571428,0.8333333333333334,0.5583333333333333
p25_post_w_speaker.txt,p25,sophie,post,1347.0,[Redacted],0.4222222222222222,0.5714285714285714,0.5,0.4833333333333333
p28_post_w_speaker.txt,p28,sophie,post,724.0,[Redacted],0.4888888888888889,0.6,0.5333333333333333,0.525
p28_pre_w_speaker.txt,p28,sophie,pre,602.0,[Redacted],0.3555555555555555,0.5714285714285714,0.4333333333333333,0.4333333333333333
p31_post_w_speaker.txt,p31,sophie,post,640.0,[Redacted],0.4444444444444444,0.4571428571428571,0.6,0.475
p31_pre_w_speaker.txt,p31,sophie,pre,659.0,[Redacted],0.2888888888888888,0.3428571428571428,0.3333333333333333,0.3
p35_post_w_speaker.txt,p35,sophie,post,900.0,[Redacted],0.7111111111111111,0.7428571428571429,0.7333333333333333,0.725
p35_pre_w_speaker.txt,p35,sophie,pre,617.0,[Redacted],0.3111111111111111,0.6857142857142857,0.5,0.4666666666666667
p37_post_w_speaker.txt,p37,sophie,post,1168.0,[Redacted],0.6,0.8571428571428571,0.8666666666666667,0.75
p37_pre_w_speaker.txt,p37,sophie,pre,1302.0,[Redacted],0.4444444444444444,0.4,0.4666666666666667,0.425
p41_post_w_speaker.txt,p41,sophie,post,910.0,[Redacted],0.4222222222222222,0.6,0.6666666666666666,0.5333333333333333
p41_pre_w_speaker.txt,p41,sophie,pre,1046.0,[Redacted],0.4,0.5142857142857142,0.4666666666666667,0.4416666666666666
p42_post_w_speaker.txt,p42,sophie,post,950.0,[Redacted],0.4,0.7714285714285715,0.6666666666666666,0.5833333333333334
p42_pre_w_speaker.txt,p42,sophie,pre,880.0,[Redacted],0.4444444444444444,0.6,0.6666666666666666,0.55
p46_post_w_speaker.txt,p46,sophie,post,1043.0,[Redacted],0.4444444444444444,0.4857142857142857,0.6666666666666666,0.5083333333333333
p48_post_w_speaker.txt,p48,sophie,post,929.0,[Redacted],0.6888888888888889,0.6571428571428571,0.6333333333333333,0.6583333333333333
p48_pre_w_speaker.txt,p48,sophie,pre,854.0,[Redacted],0.3555555555555555,0.7142857142857143,0.5333333333333333,0.5083333333333333
p52_post_w_speaker.txt,p52,sophie,post,878.0,[Redacted],0.4444444444444444,0.4571428571428571,0.7333333333333333,0.525
p52_pre_w_speaker.txt,p52,sophie,pre,607.0,[Redacted],0.2888888888888888,0.4857142857142857,0.2666666666666666,0.3333333333333333
p55_post_w_speaker.txt,p55,sophie,post,710.0,[Redacted],0.3777777777777777,0.6571428571428571,0.4333333333333333,0.475
p55_pre_w_speaker.txt,p55,sophie,pre,1070.0,[Redacted],0.2444444444444444,0.5428571428571428,0.2666666666666666,0.3333333333333333
p59_post_w_speaker.txt,p59,sophie,post,616.0,[Redacted],0.4,0.5714285714285714,0.5,0.4666666666666667
p59_pre_w_speaker.txt,p59,sophie,pre,740.0,[Redacted],0.2888888888888888,0.6285714285714286,0.3,0.3833333333333333
p60_post_w_speaker.txt,p60,sophie,post,1293.0,[Redacted],0.4,0.6285714285714286,0.5,0.4916666666666666
p60_pre_w_speaker.txt,p60,sophie,pre,643.0,[Redacted],0.3111111111111111,0.6857142857142857,0.5,0.475
p7_post_w_speaker.txt,p7,sophie,post,1559.0,[Redacted],0.5111111111111111,0.7714285714285715,0.7333333333333333,0.65
p0_post_w_speaker.txt,p0,control,post,1207.0,[Redacted],0.5777777777777777,0.5714285714285714,0.8666666666666667,0.6583333333333333
p0_pre_w_speaker.txt,p0,control,pre,1533.0,[Redacted],0.5777777777777777,0.4571428571428571,0.7,0.575
p12_post_w_speaker.txt,p12,control,post,1400.0,[Redacted],0.4888888888888889,0.5428571428571428,0.7333333333333333,0.5666666666666667
p12_pre_w_speaker.txt,p12,control,pre,1510.0,[Redacted],0.5333333333333333,0.4857142857142857,0.4666666666666667,0.4916666666666666
p19_pre_w_speaker.txt,p19,control,pre,1363.0,[Redacted],0.3555555555555555,0.6857142857142857,0.3,0.425
p34_post_w_speaker.txt,p34,control,post,1197.0,[Redacted],0.4666666666666667,0.6571428571428571,0.5333333333333333,0.5333333333333333
p4_post_w_speaker.txt,p4,control,post,1528.0,[Redacted],0.3333333333333333,0.6571428571428571,0.4,0.4333333333333333
p4_pre_w_speaker.txt,p4,control,pre,1522.0,[Redacted],0.3555555555555555,0.3428571428571428,0.5,0.3833333333333333
p56_post_w_speaker.txt,p56,control,post,1465.0,[Redacted],0.4444444444444444,0.6857142857142857,0.7333333333333333,0.6
p61_post_w_speaker.txt,p61,control,post,1454.0,[Redacted],0.3555555555555555,0.6571428571428571,0.6,0.5083333333333333
p62_pre_w_speaker.txt,p62,control,pre,1414.0,[Redacted],0.5555555555555556,0.6857142857142857,0.6,0.6
p1_post_w_speaker.txt,p1,sophie,post,1562.0,[Redacted],0.4666666666666667,0.6285714285714286,0.6333333333333333,0.5583333333333333
p10_pre_w_speaker.txt,p10,sophie,pre,1423.0,[Redacted],0.3111111111111111,0.4,0.3666666666666666,0.3333333333333333
p11_post_w_speaker.txt,p11,sophie,post,1336.0,[Redacted],0.4666666666666667,0.5142857142857142,0.6666666666666666,0.525
p11_pre_w_speaker.txt,p11,sophie,pre,1508.0,[Redacted],0.4888888888888889,0.7428571428571429,0.7,0.6166666666666667
p13_post_w_speaker.txt,p13,sophie,post,1386.0,[Redacted],0.5111111111111111,0.6571428571428571,0.5333333333333333,0.55
p13_pre_w_speaker.txt,p13,sophie,pre,1421.0,[Redacted],0.2888888888888888,0.5142857142857142,0.4333333333333333,0.3833333333333333
p16_post_w_speaker.txt,p16,sophie,post,1437.0,[Redacted],0.6,0.8,0.6666666666666666,0.6666666666666666
p16_pre_w_speaker.txt,p16,sophie,pre,1529.0,[Redacted],0.4666666666666667,0.4571428571428571,0.3333333333333333,0.4083333333333333
p17_post_w_speaker.txt,p17,sophie,post,1378.0,[Redacted],0.5111111111111111,0.5714285714285714,0.5666666666666667,0.5416666666666666
p2_pre_w_speaker.txt,p2,sophie,pre,1523.0,[Redacted],0.4444444444444444,0.6857142857142857,0.4666666666666667,0.5083333333333333
p21_pre_w_speaker.txt,p21,sophie,pre,1274.0,[Redacted],0.4,0.5714285714285714,0.4666666666666667,0.4583333333333333
p22_pre_w_speaker.txt,p22,sophie,pre,1559.0,[Redacted],0.3333333333333333,0.6,0.6333333333333333,0.4916666666666666
p25_pre_w_speaker.txt,p25,sophie,pre,1492.0,[Redacted],0.4,0.7428571428571429,0.6333333333333333,0.5583333333333333
p39_post_w_speaker.txt,p39,sophie,post,1278.0,[Redacted],0.3777777777777777,0.6571428571428571,0.6666666666666666,0.5416666666666666
p39_pre_w_speaker.txt,p39,sophie,pre,1185.0,[Redacted],0.4222222222222222,0.7142857142857143,0.6333333333333333,0.5583333333333333
p46_pre_w_speaker.txt,p46,sophie,pre,1206.0,[Redacted],0.3555555555555555,0.5714285714285714,0.5333333333333333,0.45
p53_post_w_speaker.txt,p53,sophie,post,1551.0,[Redacted],0.5333333333333333,0.5142857142857142,0.6666666666666666,0.5583333333333333
p53_pre_w_speaker.txt,p53,sophie,pre,1416.0,[Redacted],0.3555555555555555,0.7428571428571429,0.7,0.5583333333333333
p57_post_w_speaker.txt,p57,sophie,post,1532.0,[Redacted],0.2888888888888888,0.4285714285714285,0.4333333333333333,0.3583333333333333
p57_pre_w_speaker.txt,p57,sophie,pre,1504.0,[Redacted],0.4666666666666667,0.6285714285714286,0.5666666666666667,0.5333333333333333
p7_pre_w_speaker.txt,p7,sophie,pre,1495.0,[Redacted],0.4666666666666667,0.4857142857142857,0.6,0.4833333333333333
p9_post_w_speaker.txt,p9,sophie,post,957.0,[Redacted],0.3777777777777777,0.7142857142857143,0.6333333333333333,0.55
